"","chr","tracking_id","ratio","l2All[, 3]","l3All[, 3]","l4All[, 3]","l5All[, 3]","l7All[, 3]","l8All[, 3]","l9All[, 3]","l11All[, 3]","l18All[, 3]","l21All[, 3]","l31All[, 3]","l49All[, 3]","l59All[, 3]","l61All[, 3]","l66All[, 3]","l69All[, 3]","l76All[, 3]","l77All[, 3]"
"YLR195C",12,"YLR195C",-0.171389242110429,-0.606387643366336,-0.245522718192462,0.0341637862649659,-0.735193872656618,-0.100311431225081,-0.0861224010505787,-0.433936226896975,-0.298657743525292,-0.111622346455115,-0.100685652477433,-0.462146764177763,0.12219054677898,-0.0194983777476702,-0.179800498012673,0.710982113277103,0.020845916261739,-0.249658283142778,0.226829192098189
"YLR452C",12,"YLR452C",-0.133241046339516,-0.41992895526846,-0.282898591315433,0.0693896879201572,-0.752189851459882,-0.0994585716441136,-0.0270049169371408,-0.268380730082831,-0.205920550609932,-0.0624472034743779,-0.0806162930647898,-0.31367219846072,0.195681339898809,-0.0264761660447013,0.183877569966225,0.453698894041594,-0.0174950893855509,-0.430921708154239,0.372609345761039
"YLR219W",12,"YLR219W",-0.0673841329454842,-0.875765626701952,-0.186867250095156,0.0368786714989262,0.0216213360070346,-0.099822187345766,-0.0313485953475978,-0.571267408398248,-0.357638587856903,-0.100373690823237,-0.123849348554812,-0.632187494326736,0.121735673793825,-0.0477625331058548,-0.369645810251176,0.43959487171457,-0.0144257734917163,-0.280426909635338,0.156288801593961
"YLR071C",12,"YLR071C",-0.167304118811822,-0.601838391364037,-0.378597232525116,0.115760683914013,-0.898334822984361,-0.10977211558366,-0.0304427867114176,-0.581189318891365,-0.217238760776674,-0.144218157677609,-0.0972974426924824,-0.20372023928381,0.154326457790725,-0.0187518649998932,-0.281783838833222,0.23440443754403,-0.00398721750739133,-0.366999286232012,1.30147811340241
"YLR310C",12,"YLR310C",-0.209682086418734,-0.423986163558701,-0.333174918946916,0.0210138870636423,-0.355241277057627,-0.0894452439762704,-0.0373888897571613,-0.509010752951062,-0.172208322634105,-0.0582766260717278,-0.140705318486761,-0.441100923196447,0.170506129256365,-0.055103601350895,-0.47969572756157,0.326109037866935,-0.0306620935095455,-0.252193845091703,0.277607882665161
"YLR034C",12,"YLR034C",-0.168549732978147,-0.329172787598508,-0.267534746057249,0.0125405332665878,-0.99554382848443,-0.107349256627053,-0.0478175254964509,-1.01520360375786,-0.211518291955225,-0.126584200702416,-0.100195061209333,-0.31557544972788,0.895744127701916,-0.0181286814273505,-0.483208770793179,0.237872746015365,-0.00739946679178185,-0.222873503826619,0.340318115775486
"YLR027C",12,"YLR027C",-0.319678499925875,-0.540150068308316,-0.446126084071697,0.0220138395246481,-0.51612096187391,-0.1222472287816,-0.0318541307501898,-0.814107342072214,-0.147948666777742,-0.0492162791268157,-0.0839958497486777,-0.541529615321238,0.350153275723089,-0.0246486903064457,-0.382181845873436,0.341447587303743,0.02296469778145,-0.373187170241479,0.202994158274373
"YLR154C",12,"YLR154C",-0.30521272793509,-0.338942063055955,-0.193752391332586,0.0414907383578041,-0.994067142882913,-0.111289764132276,-0.0113083057127781,-0.598954957764741,-0.24266973325733,-0.103802451707547,-0.137623533943534,0.279201820315654,0.470021147186679,-0.0379444040570606,-0.616714661707013,0.237895231328709,-0.0217595261302888,-0.49473428795863,0.234986408040129
"YLR105C",12,"YLR105C",-0.155989631811312,-0.46121678256603,-0.373157967978118,0.0240377673852824,-0.574504123615898,-0.108579672960609,-0.04571661307526,-1.04815273565043,-0.166030716687293,-0.0803326362803299,-0.184882954251672,-0.257572272903633,0.430150264128544,-0.0411559874019214,-0.283439140830016,0.247000714994008,0.561854213614649,-0.375576916623554,0.133781045707572
"YLR447C",12,"YLR447C",-0.402170681582552,-0.355173130131454,-0.302447832133388,0.0626926076031228,-0.576927200921581,-0.159087738321342,0.272149166099416,-0.391333267263466,-0.129558148214116,-0.103615507590706,-0.0908261725743894,-0.170206994843948,0.262547907170128,-0.0705212589854831,-0.530820631639405,0.933671855392476,-0.0212419845983081,-0.710249651711452,0.174842869302018
"YLR059C",12,"YLR059C",-0.103347446886685,-0.248224056670491,-0.35421281684222,0.119136627059556,-0.321898275572676,-0.0520373047232575,0.496504983044372,-0.932510267651723,0.369719575625695,-0.107383883797852,-0.220770207103963,-0.320554437239734,0.597486361606841,-0.0527041926744395,-0.37543167662342,0.542259745663747,0.0120556787390531,-0.768742612829202,0.120627432628
"YLR080W",12,"YLR080W",-0.329518644395245,-0.513647641699517,-0.262242833130302,0.0722037167290731,-0.0884159457580546,-0.19520427525339,0.26364076015709,-0.541061457971897,-0.315920671370347,-0.0286831579089103,-0.191221064348264,-0.203078806522312,0.195545702869485,-0.00535751319473267,-0.643563754859668,0.577441834542434,0.00580268471324331,-0.407428720270382,0.147579594333203
"YLR035C",12,"YLR035C",-0.218964609676244,-0.525135202153924,-0.179317393473035,0.10541742058251,-0.50670929577073,-0.0568025359704442,-0.0112205452687899,-1.36048553621135,-0.18884195792146,-0.0286110185918432,-0.114306874607239,-0.264738172080303,0.462672536268198,-0.0642468810742182,-0.319721315725656,0.832525026290953,-0.00643485680100418,-0.879313322805224,0.11224509642763
"YLR101C",12,"YLR101C",-0.308371845497477,-0.445938156939451,-0.128595366798089,0.0571534282844601,-0.48978676473037,-0.235075592279905,-0.064658899765588,-0.715984532859513,-0.411779728678603,-0.0803055174784975,-0.218048527381003,-0.192060815995529,0.418446996130171,-0.0210209051601072,-0.252716679460394,0.890827643611103,-0.0321683635253718,-0.293778580460508,0.116077928142503
"YLR164W",12,"YLR164W",-0.18676262235959,-0.599573186877181,-0.199145700748686,0.105553580174412,-0.401208238728636,-0.115069743442355,-0.059977761415178,-0.579370846299465,-0.375884743847807,-0.0612995107829203,-0.101049246570913,-0.152234635115576,0.425241574472998,-0.00401490702351633,-0.191361569349328,0.521242320489359,-0.0445562641928253,0.084809994691852,0.120751284503706
"YLR100W",12,"YLR100W",-0.137627213210161,-0.675150892483787,-0.164937331810657,0.0407564702263163,-0.341638903128597,-0.342147448400053,0.00163717772972396,-0.319673972613046,-0.279100409928634,-0.0961594276764454,-0.202478813147301,-0.277709661630705,0.81404454739908,-0.0676089174998818,-0.435081223714151,1.10266981588044,-0.021162314842725,-0.488287519977164,0.230591400528308
"YLR016C",12,"YLR016C",-0.0996285617755104,-0.43596562081475,-0.232400676809054,0.152757410548844,-0.471544135732049,-0.136464203153681,-0.0610063684829612,-0.724008254716362,-0.418829802059924,-0.0745728012630367,-0.177752805402281,0.23626057452828,0.229147859346936,-0.0697235088106859,-0.235898874554811,0.325613238297754,0.00588867381707856,-0.700571904855683,0.257337674335119
"YLR448W",12,"YLR448W",-0.176010401790196,-0.762806777335099,-0.163660162707275,0.103054416765033,-0.617452021586584,-0.110747981375141,-0.0406524806392586,-0.439894516719252,-0.181434990901606,-0.0154453419625605,-0.220485525317703,-0.23705546865281,0.142231140419904,-0.0318461148490846,-0.282571924214691,0.837167946311663,-0.0332538874129337,-0.47254164312089,0.270773898208655
"YLR055C",12,"YLR055C",-0.123748474260425,-0.353691276494381,-0.139141290042516,0.167978422659758,-0.44309969876459,-0.0808008462384778,-0.0309136240392271,-0.516471274398783,-0.340609205744087,0.115892199066132,-0.1753235979029,-0.415602757804683,0.18699274096535,-0.0820299767530306,-0.230487930565544,0.682435630030926,0.000398847952530823,-0.334280613457199,0.356629759356351
"YLR146C",12,"YLR146C",-0.166108889170363,-0.603964842983928,-0.245094519700959,0.0365164036079037,-0.725155746498368,-0.0985825718607424,-0.0811902641968153,-0.433933979575219,-0.283521077058908,-0.110793947685561,-0.0966882955015079,-0.452434750562277,0.126684878716755,-0.017194764501167,-0.179703088329377,0.718296224204434,0.0223865239927682,-0.246623168419644,0.227742931371931
"YLR252W",12,"YLR252W",-0.132791952680035,-0.414510883478231,-0.28194089742241,0.0694886551969313,-0.729015420572365,-0.0985779028150099,-0.0263009280208347,-0.261389724718791,-0.205345328176362,-0.0611227399783349,-0.0798859883686379,-0.309492689944617,0.196952891449701,-0.0262376472072964,0.184023187440723,0.462086763293677,-0.0136044914381786,-0.430573639188563,0.375351445795794
"YLR456W",12,"YLR456W",-0.0655303182194267,-0.875259246405095,-0.186337992437429,0.0374636125387792,0.0229540280389426,-0.09504291137135,-0.03089651082728,-0.570643105522938,-0.351178216157132,-0.0960953110558832,-0.122443303347641,-0.629097487281835,0.12394993208296,-0.0462714038758336,-0.369486191132142,0.449360547934872,-0.0115111137578248,-0.279060637567417,0.157775089125101
"YLR316C",12,"YLR316C",-0.165006952758995,-0.584825402753317,-0.377012722068361,0.115985544082504,-0.887686978268381,-0.109331180884337,-0.0296684405282458,-0.538533349571824,-0.217118996926012,-0.141266114343816,-0.0957983582927595,-0.20290873384248,0.154398376105871,-0.0112095139975109,-0.281772900000756,0.236581235136216,-0.00299824444960643,-0.366214015629093,1.30179113653796
"YLR429W",12,"YLR429W",-0.209561172199373,-0.423846810782984,-0.332451840277731,0.0211476974253844,-0.352697431086437,-0.0803577083678907,-0.0314361021250819,-0.484767533565211,-0.170844050201691,-0.0579053399491526,-0.13524416518767,-0.433006129412298,0.171160849175416,-0.0535231548429146,-0.471054704124893,0.328432773806352,-0.0258218387731698,-0.250572754627688,0.281303741404844
"YLR066W",12,"YLR066W",-0.165815984715234,-0.314011646150381,-0.267335004192807,0.0134417194296463,-0.989365395604169,-0.103476554477833,-0.047649046909064,-0.952206085173711,-0.211171129557959,-0.124529951998348,-0.0992336918585075,-0.314913233704625,0.896489489581554,-0.0169506247494832,-0.475530814196305,0.238149733912704,-0.00738111868980122,-0.221243028787721,0.34782234258332
"YLR221C",12,"YLR221C",-0.310540746528296,-0.525997030064908,-0.444588423749758,0.0242824392575943,-0.515916177405656,-0.120675199222554,-0.031106940973051,-0.809638823066799,-0.145666552160649,-0.0489909146126569,-0.0830956715089857,-0.540236952671955,0.351782430251122,-0.0240757111830824,-0.377126419999207,0.349978564486203,0.0233218907124534,-0.371908545095772,0.203135531218061
"YLR459W",12,"YLR459W",-0.301011537085374,-0.311278143661705,-0.189294338238608,0.0416128353555068,-0.985445061963898,-0.10348520932309,-0.0110879363709607,-0.595385989220863,-0.23703724477303,-0.103100389362003,-0.135822794660419,0.280602045266928,0.47044302703313,-0.0373807760840035,-0.600637794615468,0.244055198614723,-0.0209810314761981,-0.476116534310379,0.23809353218111
"YLR186W",12,"YLR186W",-0.150972839559367,-0.447307883564554,-0.372965638417536,0.0247510596788263,-0.569597757793371,-0.10282319518221,-0.045268859924751,-1.0363002031377,-0.165027183210483,-0.0799503277673419,-0.183568521368912,-0.2574279494454,0.440728172102086,-0.0401552203515938,-0.27856271314797,0.253309872212107,0.564762794253324,-0.361979335755857,0.134268402844058
"YLR352W",12,"YLR352W",-0.380561397714142,-0.351451890217313,-0.301549712560293,0.0634260543707015,-0.525740071188635,-0.143844953881475,0.273176501539423,-0.384453462364136,-0.12300079057023,-0.103048944139832,-0.0882004852310669,-0.16576615489478,0.26476751746169,-0.07033484343617,-0.528625371623783,0.938602979511464,-0.0208528714865829,-0.708683871946449,0.176277317973249
"YLR153C",12,"YLR153C",-0.103251865899067,-0.238857881678874,-0.353371464442104,0.119327460738047,-0.30190028222471,-0.0505771704064737,0.496563730479462,-0.911962656718128,0.371888049838715,-0.105406047228426,-0.21717932944544,-0.320229656134242,0.605625460489403,-0.0520965599042137,-0.37479841208954,0.54671975825241,0.0127409514483455,-0.764426761045966,0.120701526079908
"YLR238W",12,"YLR238W",-0.319542261226666,-0.498143353265129,-0.260747296137183,0.0741043169853609,-0.0830149418537682,-0.193202482965007,0.265036031037675,-0.534448984076643,-0.313864576794912,-0.028003546833074,-0.190405346293016,-0.202906477749177,0.202182215455363,-0.00469033908624072,-0.642413202496626,0.58410529029297,0.00767972368622424,-0.407172903616193,0.149217311195832
"YLR291C",12,"YLR291C",-0.217858801121185,-0.496633614986966,-0.179089047218518,0.109303752952177,-0.497161295988622,-0.0483365248363554,-0.0101872104628448,-1.20337577354782,-0.186183015128942,-0.0273471501624928,-0.112381732829471,-0.262474414418153,0.46417934822667,-0.063575663001905,-0.30066961099836,0.857011113397175,-0.00620260755775099,-0.865180498398829,0.112507005978086
"YLR430W",12,"YLR430W",-0.300184562329902,-0.378728775505365,-0.12854178804483,0.0625417569253387,-0.487857553992508,-0.198623659865935,-0.0637533381177128,-0.712238670965579,-0.406856531111205,-0.0790654788202167,-0.215826675763419,-0.191012198108941,0.430083408709366,-0.0189316354434712,-0.249857216066896,0.919392418768565,-0.0316250427514318,-0.292409508908382,0.116617482290409
"YLR107W",12,"YLR107W",-0.180175907182782,-0.598624545356519,-0.198769440415229,0.107852429768555,-0.39481990816873,-0.104707108313053,-0.0503273480022148,-0.578591230231541,-0.375399640639993,-0.0608251172864863,-0.100845409223597,-0.151966478435543,0.42978933475957,-0.00147294600480256,-0.189311811961809,0.523648110972423,-0.0445038347310925,0.0850217076369086,0.121686618038948
"YLR207W",12,"YLR207W",-0.136907118826481,-0.669401798076444,-0.164536493461659,0.0411091701737372,-0.337598899720093,-0.339880686585414,0.00229556640021987,-0.314149786546825,-0.275500261399695,-0.0957873901300081,-0.197790770262355,-0.277139911021293,0.815916610954197,-0.0615128481314042,-0.434960627000084,1.12543780063367,-0.0208715714741846,-0.48649191234239,0.231695239357688
"YLR458W",12,"YLR458W",-0.0992155023371212,-0.435920894148136,-0.232159043579085,0.153093281026137,-0.469607138838716,-0.129388886856856,-0.0586908389698773,-0.682887218144598,-0.414714176605227,-0.0719363454989003,-0.17628478954345,0.236389405099937,0.229746086972668,-0.0676584185005521,-0.232604513840101,0.331929413263748,0.00795208661168236,-0.698687005987631,0.262845750058779
"YLR320W",12,"YLR320W",-0.174239723994341,-0.724482718812796,-0.163503919752109,0.105678214314078,-0.611540214976037,-0.105346546034874,-0.0391704366066947,-0.435335470410753,-0.178627697627439,-0.0153411029368786,-0.21671416191295,-0.235938964362667,0.145975883435514,-0.0280458205911209,-0.278618910309553,0.863383091279522,-0.0330462895884106,-0.466112973110387,0.272633288345981
"YLR223C",12,"YLR223C",-0.123561298197981,-0.34064317634232,-0.139027033553024,0.169806697021597,-0.435956271805008,-0.0795434063511449,-0.0307124680018561,-0.504929679789565,-0.336180569391968,0.119831273819382,-0.174317829658487,-0.411360926316257,0.187168735899074,-0.0816335180813091,-0.228152002842881,0.683395597070127,0.00217902408489208,-0.331622222452442,0.360471872887829
"YLR242C",12,"YLR242C",-0.162608610284442,-0.579690534332291,-0.244965351148286,0.0365400741227063,-0.711515702251009,-0.0948774633181332,-0.0799947167440578,-0.428090424662385,-0.279861232613231,-0.107966027157845,-0.0948930253011171,-0.448156348861901,0.126832554734576,-0.0166908919494662,-0.177681620364763,0.730762408433059,0.023933819356013,-0.243000949322212,0.231439320417153
"YLR309C",12,"YLR309C",-0.132611334161826,-0.404126957017661,-0.281682441309704,0.0698412285880049,-0.727340580743865,-0.0881384252331211,-0.0197043484413425,-0.259539001566141,-0.20524235295098,-0.0569517224060824,-0.0730363891123428,-0.309441972409679,0.1985173583023,-0.0199075240742923,0.191064583436528,0.462126249443034,-0.012663527284497,-0.42533626145669,0.382168098612291
"YLR023C",12,"YLR023C",-0.0649793324685517,-0.8138401412809,-0.186191525772012,0.0380842028114187,0.0249471917125897,-0.087392726550773,-0.0305501285040014,-0.522043591572416,-0.349335393269167,-0.0951532170717051,-0.121701881126743,-0.622706819582043,0.124026817713157,-0.0447155717971184,-0.369381260121564,0.451016519681961,-0.0105000307807305,-0.267634270687594,0.159331271412108
"YLR104W",12,"YLR104W",-0.161036070002289,-0.579601138864286,-0.374543524833157,0.116356903151063,-0.87741571348916,-0.109024823765597,-0.0253723412302068,-0.518793797907784,-0.209529573757281,-0.141014442958267,-0.0941501103939506,-0.19751704437995,0.155225254630453,-0.0106214654344945,-0.279092890828557,0.243233567391213,-0.00150310755880828,-0.364761257367148,1.30245549954794
"YLL014W",12,"YLL014W",-0.208175105449816,-0.415921386886885,-0.329973203152983,0.021972818637246,-0.349820176628906,-0.0676448113984569,-0.0312566379719491,-0.476837361718549,-0.167864995180029,-0.0575258166396785,-0.133881911446106,-0.42981966395866,0.173600165407764,-0.0486720941798356,-0.470476635241186,0.329348802892249,-0.0242004742691274,-0.248096625975945,0.283900307164509
"YLR270W",12,"YLR270W",-0.165514427773567,-0.290747616311416,-0.265248046950734,0.0137000287978516,-0.94213313300759,-0.100876591868917,-0.0467560694457955,-0.87842375041732,-0.210343803980107,-0.123251537583864,-0.0979409743510756,-0.308886302509393,0.904872083639007,-0.0169491116212346,-0.468596656732224,0.240791468668136,-0.00695570554223609,-0.221226795017671,0.356787028915142
"YLR427W",12,"YLR427W",-0.307463709836428,-0.516215404756321,-0.442500835871216,0.0249390426424443,-0.491129228665369,-0.110399430441718,-0.0301961114477509,-0.804391913104721,-0.141483068888686,-0.047542386341979,-0.07568294709623,-0.523228926046496,0.352901094025361,-0.0209814039163463,-0.371015724783025,0.360705742061375,0.0243054969863696,-0.370363173452571,0.205794168443048
"YLR283W",12,"YLR283W",-0.293027975788652,-0.28677036917309,-0.18836729435694,0.0418361023734533,-0.96130491675544,-0.100633791964211,-0.00963826719801837,-0.588244191041951,-0.231760389892277,-0.10100462556031,-0.133461195170305,0.281737093134514,0.471871319266698,-0.0364281479838308,-0.586051113865201,0.246910244357664,-0.0202240370867211,-0.470141165789687,0.241214507572929
"YLL039C",12,"YLL039C",-0.150128299580355,-0.412928589025803,-0.36626400722813,0.0249846400291523,-0.539183497981109,-0.100473705765644,-0.0448744115111005,-0.993031414766595,-0.160230642142029,-0.0788393203283843,-0.182524781920048,-0.255046564593727,0.44812150544532,-0.039818702168667,-0.277915196408891,0.258862859849152,0.565472801661938,-0.359698451317218,0.134462995881979
"YLR241W",12,"YLR241W",-0.375089430625383,-0.334109957061064,-0.301206836275059,0.0649427912693623,-0.523144699197332,-0.140596085063636,0.273528666466372,-0.371807967172315,-0.120537359302503,-0.0979564753894781,-0.0878343836813083,-0.165526494666951,0.266146694511569,-0.0689269896103067,-0.511645719393025,0.941833380248707,-0.0191730445116928,-0.707052826965097,0.179510554850943
"YLR245C",12,"YLR245C",-0.102163938839387,-0.238673318171983,-0.348653521191985,0.119422723588164,-0.285509312993287,-0.0504307611298602,0.497962438509986,-0.881998962587786,0.373564778924779,-0.105290509488593,-0.212230639895081,-0.317560607444044,0.605983027483123,-0.0507753503520855,-0.374658398084213,0.550558289912923,0.0156194447501895,-0.758173979532096,0.120810693050223
"YLR076C",12,"YLR076C",-0.318376882102524,-0.492551743318134,-0.25949564053635,0.0743927406076697,-0.065348379824456,-0.180657902653481,0.266997805736186,-0.530993935872517,-0.308681255864224,-0.0270513343745169,-0.18321063541614,-0.200944228165838,0.207592414407258,-0.00225332449139476,-0.63809602419778,0.588370381293569,0.00827719630225406,-0.395348211887661,0.149819480924935
"YLR370C",12,"YLR370C",-0.214294789661397,-0.488675384357761,-0.177909101817159,0.109402179514471,-0.448151595414256,-0.0478857328052993,-0.00919442635256931,-1.13230795537042,-0.171199748843853,-0.0272712502879259,-0.0985202720395886,-0.262395878953513,0.46965858735703,-0.063299212380347,-0.299817983889342,0.862641705013286,-0.00504375659643129,-0.85316565500404,0.113043197088703
"YLR338W",12,"YLR338W",-0.284423559597249,-0.375061214686688,-0.128054141650591,0.0631383813805192,-0.475427778684769,-0.19456852860833,-0.0630686520072681,-0.616540208061956,-0.397338308094069,-0.0786196414765128,-0.215713502896855,-0.188743639954757,0.431781434809849,-0.0184012485767389,-0.24695757562938,0.942935242437138,-0.0315947524519331,-0.291468147953314,0.116840824571084
"YLR369W",12,"YLR369W",-0.178366620092008,-0.596906186638013,-0.198470697756265,0.108218575039004,-0.394669858647923,-0.0918413855601951,-0.0492596715609094,-0.573752027134086,-0.369054883287026,-0.0603000629962655,-0.100412961541053,-0.151866862333287,0.431811730289294,0.000918308789749311,-0.188651516516446,0.52527084811731,-0.0418768813974518,0.0945957969128175,0.122836270229153
"YLR102C",12,"YLR102C",-0.136230970738306,-0.653928703249759,-0.159890000255275,0.0411969938288586,-0.327147774105696,-0.297626022383539,0.00289516989779678,-0.31181240476902,-0.273200033452888,-0.0954118000061646,-0.19583383906202,-0.276820596653971,0.8183168993134,-0.0600166306703725,-0.431942910316221,1.14485922779076,-0.0206532415625368,-0.484700390433009,0.231709178381184
"YLR078C",12,"YLR078C",-0.0981851642480094,-0.435468817150546,-0.231989292506643,0.154941906665664,-0.46524183434812,-0.119358820452146,-0.058446796817993,-0.679284049339957,-0.41404248045451,-0.071600505759314,-0.175822244917573,0.236707537458967,0.232217623245622,-0.0652097212753332,-0.22403909536418,0.334073320840761,0.00796997378057705,-0.697546709595424,0.263770324859393
"YLR075W",12,"YLR075W",-0.173586084702694,-0.661446822767129,-0.162276964142045,0.106332523771874,-0.593090720336964,-0.0986129047353163,-0.0366126778595883,-0.415923046725332,-0.176807689281668,-0.0150985532360695,-0.21163830394725,-0.233340693298318,0.146420163225079,-0.0279636751027201,-0.274202897676627,0.864961519217038,-0.0327811226413146,-0.461665304009117,0.280097635651306
"YLR330W",12,"YLR330W",-0.123089454436116,-0.339798010784969,-0.137056371676779,0.170469451421762,-0.433944331053172,-0.0787498315063996,-0.0266677542142511,-0.484307418345024,-0.33512503945765,0.121621938229823,-0.171155385289574,-0.407489337646694,0.187323017683164,-0.079352278229975,-0.225726320343946,0.693320551066416,0.00277755589615178,-0.33099512213401,0.361200309814091
"YLR189C",12,"YLR189C",-0.160515607804925,-0.573494160232158,-0.243671614246529,0.036972034064983,-0.678687341224117,-0.0926430382037576,-0.0730262940455607,-0.426538681091651,-0.279351002040309,-0.107742837400424,-0.0891865504230946,-0.44473000833699,0.127071095891508,-0.0161658351518452,-0.177350710403514,0.735359750469937,0.026015209553863,-0.242794631099708,0.232748052597536
"YLR347W-A",12,"YLR347W-A",-0.13178068888712,-0.38874332119249,-0.281350098283132,0.0701226861782912,-0.726458723265469,-0.0853082303683419,-0.0186315107756343,-0.25368358072982,-0.200336103559632,-0.056697815646307,-0.0711854523777398,-0.309284523999593,0.1997737727725,-0.0181653129322633,0.19465437370243,0.464556182323373,-0.0106168295828507,-0.419137542354479,0.383062885923361
"YLR345W",12,"YLR345W",-0.0648408075224242,-0.809367759740593,-0.185808746312243,0.0397293942344707,0.0354551813923145,-0.0869022215886206,-0.0298784654018324,-0.510284981184344,-0.346033887107536,-0.0928388710814873,-0.115081881088582,-0.611515508869938,0.125520673123143,-0.0417132772062279,-0.369201696079778,0.486205124922651,-0.00719878684153633,-0.266239818264925,0.162812066495454
"YLR230W",12,"YLR230W",-0.155079679161179,-0.554562098699098,-0.372864699436621,0.117620842527688,-0.850642084696553,-0.1079756642128,-0.0236064660845041,-0.516112732919538,-0.204428043270306,-0.139028447561142,-0.0938822020510418,-0.19721126574826,0.158772988202067,-0.00850861424492412,-0.276294559899474,0.24596202161974,-0.00145772155195401,-0.361800703344748,1.30968306080044
"YLL027W",12,"YLL027W",-0.207651412847818,-0.405896201755522,-0.328396181519915,0.0230361456208118,-0.341681649425123,-0.0668818134033687,-0.0303783321031955,-0.473837010090092,-0.16481705533779,-0.0566966517190286,-0.133823814623719,-0.429304828868459,0.175350018370703,-0.0465699538502621,-0.463551124780538,0.330437922950447,-0.0180792627546157,-0.245693123717057,0.284465353833871
"YLR410W",12,"YLR410W",-0.162927726345195,-0.284188460331881,-0.264638760692133,0.0139723093758264,-0.887400973775766,-0.0985778109280805,-0.0462112822025332,-0.803338718438093,-0.208176290667635,-0.118458884361689,-0.094784568457069,-0.307429025790407,0.905323734615865,-0.0159832831534387,-0.462944217614201,0.242508473163258,-0.00523340288161012,-0.217059637266639,0.358708850172776
"YLR355C",12,"YLR355C",-0.302328039890176,-0.511935217127286,-0.440264087357063,0.0259197915399263,-0.489630730719591,-0.0889324624493138,-0.0292422372916489,-0.79560196596924,-0.13256005999899,-0.0439848607097988,-0.0727089947285692,-0.516464392391896,0.353042660401949,-0.020219269217103,-0.36129718631817,0.364471883936884,0.0243676976180577,-0.36858383268495,0.21067571639844
"YLR185W",12,"YLR185W",-0.284192001334538,-0.278193643996993,-0.185935596646986,0.0422487746325287,-0.923389188311989,-0.100010560722671,-0.00955578357882857,-0.586605291546981,-0.231080558015029,-0.100452006985913,-0.13317612759461,0.283040174953621,0.47309284374404,-0.0362620668701392,-0.584469108608467,0.248536928202079,-0.0193259286976366,-0.464607496334538,0.241962473982291
"YLR319C",12,"YLR319C",-0.149586633629932,-0.411603606236437,-0.366013487428344,0.0253660209790845,-0.511055085471632,-0.08870937886054,-0.0401896319360965,-0.983855642555921,-0.156331492798956,-0.0782243450789977,-0.181973219437387,-0.253272627400869,0.449472487793377,-0.0393776996412098,-0.276487907440124,0.267365620484004,0.567019786309226,-0.356347978628044,0.136951616919954
"YLR357W",12,"YLR357W",-0.373216830455457,-0.322742817572891,-0.299708062605786,0.065686581990228,-0.512096745844369,-0.131935892701307,0.273862252372401,-0.364559499324325,-0.12000928604613,-0.0899408264372158,-0.0848286063026485,-0.162191832806847,0.267015427407424,-0.0677195535874385,-0.503015917156861,0.943328931471336,-0.0180738090392553,-0.704254199940807,0.181607489552842
"YLR368W",12,"YLR368W",-0.101128607652988,-0.231731445024896,-0.347268194382545,0.119817893456143,-0.279914938451019,-0.0474832222761503,0.502337906352142,-0.860882633258247,0.381815374736725,-0.101984203116389,-0.211589209730069,-0.316724389301565,0.609667304006861,-0.0500647031960753,-0.364353714282377,0.551228561983548,0.0188265499024006,-0.729515524324449,0.120865807941151
"YLR019W",12,"YLR019W",-0.315645736226256,-0.471703093642548,-0.256207235668901,0.075425568845665,-0.05701610555474,-0.14325251530015,0.268237495738898,-0.528784771067102,-0.305930031101415,-0.0245048319210264,-0.176705014527557,-0.196490090733621,0.2089532168489,-0.00189068031671319,-0.631703622968863,0.589891230020648,0.00862074300054052,-0.394052250338046,0.150372358739498
"YLR097C",12,"YLR097C",-0.212522867966307,-0.470799762926495,-0.177713205817025,0.109422272345949,-0.404053380598015,-0.0388440475327084,-0.00848600664050318,-1.11801986500198,-0.169692765522914,-0.0252553438272508,-0.0957402078967069,-0.262358509120689,0.473865230183527,-0.0618970836961601,-0.294461398852819,0.90582472389819,-0.00452296745633306,-0.846053781715462,0.113870630256996
"YLR025W",12,"YLR025W",-0.275133777356604,-0.373332974688124,-0.127901365468231,0.0632061073162584,-0.472845803834221,-0.186943439928798,-0.0614158954069005,-0.615606522015666,-0.365465217233806,-0.0781715462512837,-0.21509068443099,-0.188146857407013,0.436206870714881,-0.018008301729479,-0.245403440317221,0.967089962380199,-0.028145530562723,-0.288690088610744,0.11804154548962
"YLR292C",12,"YLR292C",-0.177760885365264,-0.584993771713314,-0.196774065579888,0.108894535933185,-0.390199638499633,-0.0830438076532285,-0.0474094404117633,-0.506952562854695,-0.368070054788924,-0.0575825930205291,-0.098789852422525,-0.148009741118357,0.432165927591471,0.00102174636991562,-0.185405387795475,0.527845038723926,-0.0410877453600332,0.104053124882957,0.128644484011633
"YLR020C",12,"YLR020C",-0.135816425636183,-0.627024728788916,-0.158542350755523,0.0425404189077953,-0.322649785712823,-0.287157601209896,0.00303198312456331,-0.310823791071218,-0.269334289058552,-0.0897572397518053,-0.192406181418386,-0.276616630247875,0.818868812628661,-0.0599351992277603,-0.426140384854745,1.1480131713583,-0.0186948486370296,-0.481349998448398,0.23616392348434
"YLR128W",12,"YLR128W",-0.0978058835112315,-0.425900062284889,-0.23142855540707,0.156255306678636,-0.457147769499415,-0.0964183787453594,-0.0522416559853957,-0.670132469741912,-0.413515821217086,-0.0712281583026098,-0.173478472318408,0.237586931557783,0.233338611201311,-0.0614309744274454,-0.222652854220482,0.343076515665041,0.00856878841301139,-0.686974413696106,0.267143463343553
