"","Holly_59A","Holly_59B","Holly_59C","Holly_Anc_A","Holly_Anc_B","Holly_Anc_C"
"YDR496C",438.592088568003,419.487287682577,465.864161766927,479.661704885214,405.861226658852,484.774316714028
"YDR497C",6077.18246461852,7803.67945607762,5183.01478553489,6293.07315118988,6564.21835182954,6922.3436164996
"YDR498C",563.753859646162,509.464271127536,442.681348029711,519.449311742052,492.232520761872,544.34899178009
"YDR499W",332.362350089902,283.305907333451,219.684758747911,431.032407615746,328.714051343533,379.642537185685
"YDR500C",2844.01200836422,3421.5571812718,2757.6508912175,3808.55814524066,3478.33133921677,3584.99368191651
"YDR501W",180.90608928944,156.851768437833,151.240261047557,209.990147299979,246.53553850765,197.414119336556
"YDR502C",555.339622935025,696.713669107585,1184.53138762065,529.027809689069,745.476509296941,732.41806404746
"YDR503C",188.268546411685,221.294743067331,228.51630683828,224.726297987696,198.737832062289,271.006365006397
"YDR504C",173.543632167195,158.067673619522,211.957154168839,181.254653458929,164.357025671767,249.980009100728
"YDR505C",3062.78216285378,2777.12743497683,2126.19520275617,2520.61857513413,2644.80642330996,3094.37871078424
"YDR506C",192.475664767253,263.851424426433,178.838848829958,166.518502771211,198.737832062289,190.405334034667
"YDR507C",825.646977280294,725.895393468112,649.118784642069,783.963216586587,829.332134639679,947.35414663874
"YDR508C",700.485206202134,1423.82496775739,2703.55765916399,862.064815231491,1472.50478101848,1602.67557236541
"YDR510C-A",72.5727916335545,32.829439905593,43.0537969405454,44.9452595975393,33.5422501370952,28.0351412075583
"YDR510W",1172.73424161468,768.452074827214,699.900186161687,1223.10050708058,774.8259781669,753.444419953129
"YDR511W",473.300815001442,468.123494950122,781.592005997594,467.87278433504,407.538339165707,445.057866669988
"YDR512C",743.60816934671,671.179660292123,523.269224354321,1100.05364883813,641.495533871946,698.54226842166
"YDR513W",5486.08233566116,4272.69080845384,3670.61217505932,5370.59011813875,3474.13855794964,4070.93612951419
"YDR514C",139.886685322648,159.28357880121,267.154329733641,201.148456887348,208.800507103418,203.254773754797
"YDR515W",186.164987233901,220.078837885642,443.785291541007,193.780381543489,203.769169582853,206.759166405742
"YDR516C",2329.69178939599,2313.86756075346,2316.07348669908,1908.33151405945,2784.0067613789,2162.21026563293
"YDR517W",1292.63711474838,1290.07539777164,873.219317435165,1062.47646458445,1397.87327446344,1148.27265862624
"YDR518W",547.977165812781,437.725865407907,336.702770945291,510.607621329422,434.372139275383,482.438054946732
"YDR519W",383.899549945614,241.965131156037,246.179403019016,437.663675425219,249.051207267932,253.484401751673
"YDR520C",377.588872412262,400.032804775559,437.16163047323,381.666302811891,365.610526494338,372.633751883795
"YDR522C",45.22652232236,48.6362072675452,36.4301358727692,50.8397198726264,34.3808063905226,45.5571044622822
"YDR523C",23.1391509556261,21.8862932703953,35.3261923614732,27.2618787722779,36.8964751508047,40.8845809276891
"YDR524C",469.093696645874,488.793883038829,581.778230453011,505.44996858872,498.102414535864,462.579829924711
"YDR524C-B",6083.49314215187,5010.74525373884,2951.9449492056,4729.56756322303,4685.8523441522,5511.2415090525
"YDR524W-C",2138.26790421763,2079.19786068756,1917.54987912122,3300.1609465144,2132.44855246583,2458.91551007959
"YDR525W-A",810.922063035804,665.10013438368,447.097122074895,458.294286388023,504.810864563283,434.544688717153
"YDR527W",303.964301189815,272.362760698253,263.842499199753,334.510620611194,296.848913713293,360.952443047313
"YDR528W",85.1941467002596,63.2270694478087,86.1075938810908,63.3654479571865,83.0170690893107,114.47682659753
"YDR529C",14570.3026449222,13565.8541121,11197.2990350757,18011.2601780631,12651.2981954589,12671.8838258163
"YDR530C",1814.31979083886,1703.48315954577,1170.1801219738,1434.56426944933,1543.78206255981,1536.09211199746
"YDR531W",387.054888712291,527.702848852865,564.115134272275,437.663675425219,425.148020487682,471.924876993898
"YDR532C",468.041917056982,426.782718772709,434.953743450638,645.443400122039,427.663689247964,397.164500440409
"YDR533C",1725.97030537193,828.031428729957,1307.06911737451,1990.11715037629,888.869628633023,918.150874547533
"YDR534C",59.9514365668493,115.51099226042,216.372928214023,92.1009417982362,170.226919445758,116.813088364826
"YDR535C",50.4854202668205,58.3634487210542,57.4050625873939,31.6827239785933,38.5735876576595,49.061497113227
"YDR536W",1445.14515513774,2316.29937111684,3396.8341842579,1716.76155511912,1841.46953252653,1649.40080771134
"YDR538W",82.0388079335833,85.1133627182041,50.7814015196177,79.5752137136761,72.9543940481821,78.2647692044335
"YDR539W",702.588765379919,543.509616214817,569.634851828755,581.341144630467,625.562965056826,613.268713915337
"YDR540C",76.7799099891228,24.3181036337726,46.3656274744335,87.6800965919209,67.9230565276178,68.9197221352474
"YDR541C",109.385077244778,70.5225005379405,89.4194244149789,100.205824676481,91.4026316235845,87.6098162736196
"YEL001C",530.096912801615,706.440910561094,654.63850219855,807.541057686935,738.768059269522,676.347781632343
"YEL002C",2094.09316148416,1826.28958289632,1471.55670055762,2030.64156476751,1859.91777010193,1748.69193282145
"YEL003W",272.410913523052,169.01082025472,190.982227454214,344.825926092596,176.935369473177,196.245988452908
"YEL004W",175.64719134498,182.385777253294,162.279696160517,197.464419215418,169.388363192331,178.724025198184
"YEL005C",770.954438657905,725.895393468112,583.986117475603,892.273924141312,694.324577837871,788.488346462576
"YEL006W",680.501394013185,614.032116752758,550.867812136722,743.438802195363,642.334090125374,613.268713915337
"YEL007W",1488.26811828231,1304.6662599519,1431.81473415096,1320.35910161951,1386.13348691546,1193.82976308852
"YEL009C",46876.7644973317,41183.9244089756,26117.0955902416,36461.6576466201,32385.8810636189,32450.6759477487
"YEL011W",6966.98799682123,7301.51061604022,4711.63090621148,5983.61398674781,7429.60840536659,7290.3048448488
"YEL012W",4059.86921312348,3949.26003012467,2647.2565400879,5324.17124347244,3720.67409645729,3346.69498165227
"YEL013W",987.621033969676,932.599274355179,1018.93986092624,839.223781665528,919.057653756409,971.884895195353
"YEL015W",733.090373457789,852.349532363729,818.022141870363,779.542371380271,907.317866208426,800.169655299059
"YEL016C",381.79599076783,395.169184048805,292.54503049345,386.823955552592,451.143264343931,371.465621000147
"YEL017C-A",761.488422357876,566.611814666901,576.258512896531,734.597111782732,437.726364289093,551.357777081979
"YEL017W",337.621248034362,333.158019782685,306.896296140298,301.354281563829,373.157532775184,395.996369556761
"YEL018W",83.0905875224754,80.2497419914496,99.3549160166433,119.362820570514,94.756856637294,95.7867324591574
"YEL019C",179.854309700548,154.419958074456,129.161390821636,201.148456887348,150.101569363501,163.538323710757
"YEL020C",3247.89537049879,2738.21846916279,2541.27796300348,2686.40027037095,2344.60328458296,2493.95943658904
"YEL020W-A",158.818717922706,231.02198452084,490.15091901544,231.357565797169,234.795750959667,164.706454594405
"YEL022W",324.999892967657,346.532976781259,439.369517495823,346.299541161368,374.834645282039,452.066651971877
"YEL023C",222.977272845124,245.612846701103,196.501945010694,246.093716484887,264.983776083052,213.767951707632
"YEL024W",17309.1366943972,15906.4715868507,12260.3966364538,14866.5656213041,13533.4593740645,13544.4775959016
"YEL025C",781.472234546826,891.258498177765,1265.11926394526,799.43617480869,985.303597777172,1004.5925599375
"YEL026W",208.252358600635,141.045001075881,305.792352629002,128.204510983145,127.460550520962,227.785522311411
"YEL027W",3686.48745906679,3828.88541713749,2850.38214616637,4520.31422345743,3638.4955836214,3053.49412985655
"YEL028W",92.5566038225042,110.647371533665,75.0681587681305,125.257280845601,92.2411878770119,82.9372927390265
"YEL029C",171.440072989411,195.760734251869,231.828137372168,199.674841818576,165.195581925194,191.573464918315
"YEL030W",261.893117634131,250.476467427858,166.695470205701,285.144515807339,229.764413439102,241.80309291519
"YEL031W",1252.66949037048,1493.13156311364,2568.87655078588,1002.7950542992,1763.48380095778,1780.23146667995
"YEL032W",802.507826324667,980.019576441035,692.172581582615,734.597111782732,875.452728578185,890.115733339975
"YEL033W",259.789558456347,187.249397980049,231.828137372168,165.781695236825,117.397875479833,249.980009100728
"YEL036C",512.21665979045,572.691340575344,498.982467105808,584.288374768011,705.225809132427,638.967593355599
"YEL037C",1074.91873984772,1076.07608579444,861.075938810908,844.38143440623,1299.76219281244,1323.49229117348
"YEL038W",273.462693111944,220.078837885642,282.609538891785,254.935406897518,280.077788644745,246.475616449783
"YEL039C",964.48188301405,611.600306389381,1682.40991121516,2002.64287846085,1728.26443831383,1214.85611899419
"YEL040W",288.187607356434,672.395565473812,1146.99730823658,324.932122664177,1097.67013573644,832.87732004121
"YEL041W",378.640652001154,215.215217158887,247.283346530312,354.404424039613,272.530782363899,299.041506213955
"YEL042W",902.426887269416,800.065609551118,809.190593779995,716.176923423085,872.098503564476,918.150874547533
"YEL043W",953.964087125129,1079.7238013395,1025.56352199402,898.905191950785,1147.98351094208,1041.97274821425
"YEL044W",976.051458491863,1302.23444958852,871.011430412573,1099.31684130375,1358.46113055236,1054.82218793438
"YEL046C",1377.83126144864,3152.84213611862,3370.3395399868,681.546969306948,1568.93875016263,2280.19148488141
"YEL047C",1058.09026642545,1450.57488175453,922.896775443486,1000.58463169604,1105.21714201729,1253.40443815458
"YEL048C",87.2977058780438,92.4087938083358,75.0681587681305,115.678782898585,83.8556253427381,77.0966383207852
"YEL049W",164.077615867167,105.783750806911,35.3261923614732,121.573243173672,104.819531678423,96.9548633428057
"YEL050C",569.012757590623,646.861556658351,1685.72174174905,480.3985124196,586.150821145739,516.313850572531
"YEL050W-A",37.8640652001154,20.6703880887067,157.863922115333,34.6299541161368,40.2507001645143,32.7076647421513
"YEL051W",1835.3553826167,1380.05238121659,1438.43839521874,1917.17320447209,1345.88278675095,1610.85248855095
"YEL052W",1731.22920331639,2048.80023114534,2641.73682253142,1405.09196807389,1689.69085065617,1696.12604305728
"YEL053C",354.449721456636,554.452762850015,767.240740350745,453.136633647322,438.56492054252,508.136934386994
"YEL054C",856.148585358164,690.634143199142,628.143857927445,859.117585093947,661.620883954203,815.355356786486
"YEL055C",576.375214712867,646.861556658351,661.262163266326,588.709219974326,625.562965056826,682.188436050585
"YEL056W",452.2652232236,550.805047304949,417.290647269902,436.926867890833,532.483220926387,473.093007877546
"YEL057C",114.643975189238,167.794915073031,76.1721022794265,198.201226749804,145.070231842937,191.573464918315
"YEL058W",510.113100612665,820.735997639825,876.531147969053,521.65973434521,920.734766263264,940.34536133685
"YEL059C-A",215.614815722879,207.919786068756,182.150679363846,210.726954834364,202.930613329426,205.591035522094
"YEL059W",13.6731346555972,19.4544829070181,11.0394351129604,14.7361506877178,31.8651376302405,21.0263559056687
"YEL060C",9314.56003922838,10608.7727102333,5677.58147859552,9257.9866695587,14533.8569844034,12687.0695273038
"YEL061C",461.731239523629,344.101166417882,351.05403659214,447.978980906621,486.362626987881,463.74796080836
"YEL062W",326.051672556549,340.453450872816,323.455448809739,285.144515807339,319.489932555832,335.253563607051
"YEL063C",1457.76651020444,1771.57384972033,1948.4602974375,1322.56952422267,1734.13433208782,1457.82734279303
"YEL064C",495.388186368176,378.146511505164,253.907007598088,521.65973434521,404.184114151997,411.182071044188
"YEL065W",1451.45583267109,2423.29902710544,1577.53527764204,1100.05364883813,1075.86767314733,749.940027302184
"YEL066W",1044.41713176985,1207.39384541681,735.22637852316,1159.73505912339,1074.19056064047,974.22115696265
"YEL067C",125.161771078159,171.442630618097,75.0681587681305,126.730895914373,142.554563082655,101.627386877399
"YEL068C",306.067860367599,248.04465706448,160.071809137925,293.249398685584,260.790994815915,211.431689940335
"YEL069C",46.2783019112521,133.749569985749,105.978577084419,54.5237575445558,101.465306664713,115.644957481178
"YEL071W",5002.2637247708,3196.61472265941,5555.04374884166,3953.70922951468,4202.0053859246,3378.23451551077
"YEL072W",171.440072989411,189.681208343426,186.56645340903,237.252026072257,196.222163302007,178.724025198184
"YEL073C",260.841338045239,138.613190712504,161.175752649221,177.570615786999,142.554563082655,164.706454594405
"YEL077C",282.928709411973,352.612502689703,289.233199959562,320.511277457862,478.815620707034,412.350201927836
"YER001W",1327.34584118182,1048.1102666156,1089.59224564919,1096.3696111662,1064.12788559935,1197.33415573947
"YER002W",950.808748358453,699.145479470962,666.781880822806,1312.25421874127,749.669290564078,662.330211028564
"YER003C",2206.63357749561,2116.8909213199,1389.86488072171,1637.18634140545,1950.48184547209,2142.35204061091
"YER004W",1884.78902329463,2428.16264783219,1439.54233873003,1646.76483935246,2228.04396535655,2027.87521401338
"YER005W",512.21665979045,466.907589768434,602.753157167636,481.872127488372,554.285683515499,413.518332811484
"YER006W",796.197148791315,662.668324020303,869.907486901277,605.655793265201,718.642709187265,691.533483119771
"YER007C-A",540.614708690536,494.873408947272,459.240500699151,615.971098746604,443.596258063084,448.562259320932
"YER007W",233.495068734045,192.113018706803,184.358566386438,296.933436357514,214.670400877409,228.953653195059
"YER008C",713.10656126884,704.009100197717,908.545509796638,622.602366556077,685.10045905017,788.488346462576
"YER009W",1985.75986382827,1867.63035907374,1562.08006848389,1988.64353530752,1609.18945032714,1714.81613719565
"YER010C",1358.89922884859,1106.47371533665,557.491473204498,1218.67966187426,1147.14495468866,992.911251101022
"YER012W",1234.78923735932,1427.47268330245,1262.91137692267,1653.39610716194,1460.7649934705,1251.06817638729
"YER013W",312.378537900952,374.498795960098,452.616839631375,303.564704166987,389.928657843732,386.651322487574
"YER014W",474.352594590334,443.80539131635,328.975166366219,477.451282282057,485.524070734453,511.641327037938
"YER015W",7841.01683519056,15125.8604602066,3851.65891091187,7614.16906034378,11348.1817776327,15087.5784932009
"YER016W",409.142260079024,372.066985596721,373.13290681806,407.454566515397,436.887808035665,422.863379880671
"YER017C",906.634005624985,1196.45069878161,2466.20980423535,750.806877539222,1129.53527336668,1252.23630727094
"YER018C",67.313893689094,162.931294346276,125.849560287748,92.1009417982362,248.212651014505,127.32626631766
"YER019C-A",2084.62714518413,1461.51802838973,1207.71420135786,1788.96869348894,1622.60635038198,1707.80735189376
"YER019W",158.818717922706,305.192200603846,347.742206058251,166.518502771211,389.928657843732,317.731600352327
"YER020W",2508.49431950764,2067.03880887067,1563.18401199519,1967.27611681033,2348.79606585009,1975.30932424921
"YER021W",2853.47802466425,2940.05872932311,2967.40015836375,2836.70900738568,2882.95639928333,2761.46140894449
"YER022W",524.838014857155,494.873408947272,514.437676263953,560.710533667662,544.22300847437,557.198431500221
"YER023W",929.773156580611,944.758326172065,741.850039590936,868.696083040964,967.693916455197,929.832183384016
"YER024W",23163.3418861706,23299.1750915175,31076.0098429834,22425.4741165689,24594.0163567716,21054.3910468763
"YER025W",2156.14815722879,1878.57350570893,2401.07713706888,1761.70681471666,1994.92532690374,2038.38839196622
"YER026C",1969.98316999489,2392.90139756322,2662.71174924604,2067.48194148681,1978.15420183519,2069.92792582472
"YER027C",466.99013746809,494.873408947272,625.935970904853,386.087148018206,540.86878346066,517.48198145618
"YER028C",67.313893689094,81.4656471731382,78.3799893020186,80.312021248062,57.0218252330619,70.0878530188957
"YER029C",454.368782401384,340.453450872816,343.326432013067,573.973069286608,365.610526494338,403.00515485865
"YER030W",1614.48166894936,1315.6094065871,632.559631972629,2222.21152370784,1299.76219281244,1421.61528539993
"YER031C",1149.59509065906,1065.13293915924,795.943271644442,1172.26078720795,1154.6919609695,1068.83975853816
"YER032W",374.433533645585,244.396941519415,257.218838131976,321.984892526634,331.229720103815,383.14692983663
"YER033C",311.32675831206,306.408105785535,432.745856428046,229.883950728398,329.552607596961,388.987584254871
"YER034W",62.0549957446335,85.1133627182041,76.1721022794265,80.312021248062,85.5327378495928,99.2911251101022
"YER035W",779.368675369041,942.326515808688,650.222728153365,923.956648119906,1029.74707920882,881.938817154437
"YER036C",2209.78891626229,2552.18497636443,2030.15211727341,1902.43705378437,2373.95275345291,2140.01577884361
"YER037W",352.346162278851,1304.6662599519,1421.87924254929,700.703965200981,919.896210009837,609.764321264392
"YER038C",150.404481211569,295.464959150337,285.921369425673,240.1992562098,239.827088480231,175.219632547239
"YER039C",266.1002359897,187.249397980049,137.992938912005,276.302825394709,189.513713274588,181.06028696548
"YER039C-A",184.061428056116,88.76107826327,66.2366106777622,144.414276739634,88.048406609875,154.19327664157
"YER040W",375.485313234477,539.861900669752,653.534558687254,396.402453499609,463.721608145341,467.252353459305
"YER041W",280.825150234189,300.328579877091,331.183053388811,302.091089098215,306.911588754421,324.740385654217
"YER042W",869.821720013761,789.122462915921,740.74609607964,1150.89336871076,766.440415632626,752.27628906948
"YER043C",2765.12853919731,2139.99311977199,3437.68009417586,1450.03722767143,2114.00031489043,2342.10242171476
"YER044C",2707.28066180825,2198.35656849304,1851.31326844345,3226.48019307581,2434.32880369969,2734.59439862058
"YER045C",292.394725712002,288.169528060205,237.347854928648,286.618130876111,372.318976521757,336.421694490699
"YER046W",361.81217857888,302.760390240469,262.738555688457,466.399169266268,354.709295199782,317.731600352327
"YER047C",480.663272123687,486.362072675452,385.276285442317,442.82132816592,530.806108419532,477.765531412139
"YER048C",2190.85688366223,1941.80057515674,1929.69325774547,2200.84410521065,1932.87216415011,1823.45230937494
"YER048W-A",549.028945401673,618.895737479512,790.423554087962,835.539743993599,600.406277454005,572.384132987648
"YER049W",387.054888712291,498.521124492338,640.287236551701,446.505365837849,461.205939385059,452.066651971877
"YER050C",608.980381968522,521.623322944422,1160.24463037213,655.758705603442,558.478464782635,546.685253547386
"YER051W",518.527337323802,525.271038489488,473.591766346,627.023211762392,501.456639549574,466.084222575656
"YER052C",2568.44575607449,11743.2122447488,6391.83293040405,3193.32385402845,5233.42957764028,5501.89646198331
"YER053C",2405.41991979622,2960.72911741181,4976.57734892253,2662.82242927061,2676.6715609402,2993.91945479049
"YER053C-A",3418.2836638993,2721.19579661915,2415.42840271573,5337.43377909139,2261.58621549365,2442.56167770851
"YER054C",1302.10313104841,818.304187276448,299.168691561226,1270.25618928127,831.847803399962,1005.76069082115
"YER055C",748.867067291171,1229.2801386872,1297.13362577284,952.692141960955,997.043385325156,1129.58256448787
"YER056C",4028.31582545672,5155.43797035979,3516.06008347788,4308.1136535543,4356.29973655524,3866.51322487574
"YER056C-A",1164.32000490355,1012.84901634663,949.391419714591,1178.15524748304,942.537228852376,1173.9715380665
"YER057C",1934.22266397256,1511.37014083897,1129.33421205585,1598.87234961738,1293.89229903845,1366.71313386847
"YER058W",100.970840533641,69.3065953562519,185.462509897734,128.204510983145,82.1785128358833,131.998789852254
"YER059W",569.012757590623,482.714357130386,429.434025894158,586.498797371168,535.837445940096,489.446840248621
"YER060W",292.394725712002,267.499139971498,267.154329733641,229.147143194012,249.051207267932,226.617391427763
"YER060W-A",248.219982978534,272.362760698253,193.190114476806,193.780381543489,241.504200987086,209.095428173039
"YER061C",971.844340136295,864.508584180616,463.656274744335,798.699367274305,563.5098023032,544.34899178009
"YER062C",438.592088568003,235.885605247594,272.674047290121,323.458507595406,241.504200987086,228.953653195059
"YER063W",919.25536069169,575.123150938722,544.244151068946,800.172982343076,618.015958775979,609.764321264392
"YER064C",323.948113378765,601.873064935872,741.850039590936,332.300198008036,465.398720652196,457.907306390118
"YER065C",72480.235029732,134567.874173026,121783.736335645,71034.1407750749,99790.7098266186,89920.3791614759
"YER066C-A",31.5533876667628,38.9089658140361,73.9642152568344,36.8403767192945,38.5735876576595,49.061497113227
"YER066W",249.271762567426,235.885605247594,170.00730073959,293.249398685584,315.297151288695,282.687673842879
"YER068W",726.779695924437,921.656127719981,1132.64604258973,772.911103570798,953.438460146932,946.186015755092
"YER069W",3733.81754056693,6745.84194800852,3886.98510327334,3948.55157677398,4810.79722591288,5681.78861806514
"YER070W",2476.94093184088,2435.45807892233,1668.05864556831,1788.23188595455,2059.49415841765,2974.06122976847
"YER071C",229.287950378476,179.953966889917,229.620250349576,238.725641141028,149.263013110074,157.697669292515
"YER072W",1164.32000490355,2299.2766985732,2172.5608302306,1005.00547690235,862.035828523347,891.283864223623
"YER073W",146.197362856001,437.725865407907,425.018251848974,179.781038390157,339.615282638089,516.313850572531
"YER074W",2757.76608207507,1817.7782466245,1753.06229593811,2234.00044425802,1632.66902542311,2393.50018059529
"YER074W-A",495.388186368176,352.612502689703,313.519957208074,590.919642577484,394.121439110869,373.801882767444
"YER075C",235.598627911829,194.544829070181,226.308419815687,212.937377437522,211.3161758637,231.289914962356
"YER076C",145.145583267109,158.067673619522,141.304769445893,134.835778792618,155.132906884065,153.025145757922
"YER076W-A",23.1391509556261,24.3181036337726,17.6630961807366,27.9986863066638,26.8338001096762,28.0351412075583
"YER077C",208.252358600635,269.930950334876,443.785291541007,257.882637035061,283.432013658455,207.927297289391
"YER078C",348.139043923283,415.839572137511,858.868051788316,298.407051426285,399.991332884861,336.421694490699
"YER079W",1953.15469657262,2085.277386596,1800.53186692384,2130.84738944399,1533.71938751868,1637.71949887486
"YER080W",2098.30027983973,2069.47061923405,2074.30985772525,2091.79659012154,2007.50367070515,2047.7334390354
"YER081W",2252.91187940686,1719.28992690772,1227.58518456119,1981.27545996366,1692.20651941645,2450.73859389405
"YER082C",567.960978001731,543.509616214817,522.165280843025,590.919642577484,629.755746323963,602.755535962503
"YER083C",681.553173602077,638.350220386531,418.394590781198,484.819357625915,638.141308858237,623.781891868172
"YER086W",1280.01575968168,2465.85570846454,1803.84369745772,1214.99562420233,1666.21127556021,1870.17754472087
"YER087C-B",699.433426613242,582.418582028854,389.692059487501,824.487630977811,530.806108419532,587.569834475075
"YER087W",205.097019833958,189.681208343426,407.355155668237,207.779724696821,210.477619610273,206.759166405742
"YER088C",2370.71119336278,3347.3869651888,2809.53623624841,2004.85330106401,2831.80446782426,3173.81161087233
"YER089C",153.559819978246,254.124182972924,268.258273244937,159.887234961738,291.817576192728,286.192066493824
"YER090W",1897.41037836134,3467.76157817597,2398.86925004629,1773.49573526684,2342.9261720761,2319.90793492545
"YER091C",3085.9213138094,3177.16023975239,3273.19251099275,2295.15546961205,2533.27844160412,2722.9130897841
"YER092W",384.951329534506,295.464959150337,309.10418316289,445.031750769077,344.646620158653,313.059076817734
"YER093C",478.559712945903,471.771210495188,646.910897619477,491.450625435388,502.295195803001,494.119363783215
"YER093C-A",196.682783122822,194.544829070181,234.03602439476,234.304795934713,185.320932007451,233.626176729652
"YER094C",1484.06099992674,1415.31363148556,1055.36999679901,1484.66718178757,1520.30248746384,1256.90883080553
"YER095W",2448.54288294079,2373.4469146562,1131.54209907844,2056.42982847102,2654.86909835109,2404.01335854812
"YER096W",245.064644211858,213.999311977199,163.383639671813,378.719072674347,314.458595035268,328.244778305161
"YER098W",407.03870090124,443.80539131635,544.244151068946,369.877382261717,430.179358008246,411.182071044188
"YER099C",1091.74721326999,969.076429805838,635.871462506517,1339.51609751355,1000.39761033887,948.522277522388
"YER100W",938.187393291748,825.599618366579,682.237089980951,1169.31355707041,808.368228303995,880.770686270789
"YER101C",563.753859646162,459.612158678302,310.208126674186,549.658420651874,436.049251782238,436.88095048445
"YER102W",981.310356436323,628.622978933021,604.961044190228,1175.94482487988,651.558208913075,802.505917066355
"YER103W",431.229631445758,1406.80229521374,1065.30548840068,543.027152842401,2562.62791047408,1221.86490429608
"YER104W",364.967517345557,367.203364869966,256.11489462068,461.978324059953,454.49748935764,422.863379880671
"YER105C",1116.9899234034,1189.15526769148,1321.42038302136,953.428949495341,1056.5808793185,1108.5562085822
"YER107C",289.239386945326,297.896769513714,433.849799939342,240.1992562098,301.04169498043,353.943657745423
"YER109C",122.006432311483,119.158707805486,182.150679363846,114.941975364199,150.101569363501,170.547109012646
"YER110C",1324.19050241515,1330.20026876736,1654.81132343276,911.430920035346,1282.99106774389,1373.72191917036
"YER111C",736.245712224466,656.58879811186,524.373167865617,705.861617941682,651.558208913075,838.717974459452
"YER112W",630.015973746364,530.134659216242,519.957393820433,899.641999485171,567.702583570337,586.401703591427
"YER113C",222.977272845124,288.169528060205,434.953743450638,227.67352812524,324.521270076396,360.952443047313
"YER114C",631.067753335256,590.929918300674,655.742445709846,592.393257646255,685.10045905017,643.640116890192
"YER115C",452.2652232236,330.726209419307,319.039674764555,459.031093922409,372.318976521757,393.660107789464
"YER116C",458.575900756953,494.873408947272,399.627551089165,518.712504207666,546.738677234652,474.261138761194
"YER117W",3113.2675831206,2426.9467426505,1945.14846690362,3647.93410274454,2509.79886650815,2955.3711356301
"YER118C",437.540308979111,483.930262312075,269.362216756233,489.240202832231,482.169845720744,456.73917550647
"YER119C",693.12274907989,1074.86018061275,677.821315935766,772.174296036412,1063.28932934592,864.416853899713
"YER120W",1089.64365409221,1220.76880241538,1123.81449449937,984.374865939549,1388.64915567574,1404.09332214521
"YER121W",1148.54331107017,622.543453024578,102.666746550531,1394.77666259249,812.561009571132,1177.47593071745
"YER122C",1882.68546411685,1550.279106653,1460.51726544466,1906.1210914563,1715.68609451242,1658.74585478053
"YER123W",638.430210457501,845.054101273598,715.355395319832,609.339830937131,631.432858830818,678.68404339964
"YER124C",1821.68224796111,948.406041717131,721.979056387608,1668.86906538404,881.322622352177,1166.96275276461
"YER125W",2318.12221391817,2304.14031929995,2147.17012947079,1471.40464616862,2137.47988998639,1901.71707857937
"YER126C",668.931818535372,584.850392392231,468.072048789519,686.704622047649,477.977064453607,539.676468245497
"YER127W",122.006432311483,199.408449796935,215.268984702727,136.30939386139,176.09681321975,140.175706037791
"YER128W",208.252358600635,268.715045153187,173.319131273478,249.777754156817,206.284838343136,213.767951707632
"YER129W",597.410806490709,714.952246832914,908.545509796638,773.647911105184,854.488822242501,800.169655299059
"YER130C",178.802530111656,171.442630618097,399.627551089165,158.413619892966,209.639063356845,218.440475242225
"YER131W",1723.86674619414,1100.39418942821,1071.92914946845,1624.66061332089,1369.36236184691,1587.48987087799
"YER132C",224.029052434016,177.52215652654,308.000239651594,232.831180865941,257.436769802206,280.351412075583
"YER133W",4181.87564543496,3487.21606108299,3219.09927893924,4763.46070980478,3419.63240147686,3374.73012285983
"YER133W-A",34.7087264334391,32.829439905593,50.7814015196177,40.5244143912239,25.1566876028214,32.7076647421513
"YER134C",187.216766822793,130.101854440683,117.01801219738,158.413619892966,140.038894322373,131.998789852254
"YER136W",3953.63947464538,3348.60287037049,2212.30279663726,3653.82856301963,3347.5165636821,3323.3323639793
"YER137C",32.6051672556549,19.4544829070181,29.806474804993,45.6820671319252,21.8024625891119,25.6988794402617
"YER138W-A",28.3980489000865,23.102198452084,15.4552091581445,14.7361506877178,18.4482375754024,26.86701032391
"YER139C",543.770047457212,361.123838961523,300.272635072522,574.709876820994,381.543095309458,404.173285742298
"YER140W",254.530660511887,235.885605247594,267.154329733641,233.567988400327,233.118638452812,246.475616449783
"YER141W",2534.78880922995,2251.85639648734,4920.27622984643,1908.33151405945,2276.68022805534,2254.49260544114
"YER142C",550.080724990565,533.782374761308,263.842499199753,674.915701497475,498.102414535864,565.375347685758
"YER143W",1109.62746628116,1190.37117287317,869.907486901277,1043.31946869042,1218.42223622998,1263.91761610742
"YER144C",744.659948935602,597.009444209117,504.502184662289,610.076638471517,791.597103235447,846.894890644989
"YER145C",501.698863901529,1310.74578586034,1116.08688992029,602.708563127658,805.014003290285,770.966383207852
"YER146W",107.281518066994,88.76107826327,77.2760457907225,77.3647911105184,80.5014003290285,103.963648644695
"YER147C",485.922170068147,597.009444209117,463.656274744335,546.71119051433,622.208740043116,634.295069821006
"YER147C-A",53.6407590334968,29.1817243605271,30.910418316289,67.7862931635019,50.3133752056428,46.7252353459305
"YER148W",495.388186368176,306.408105785535,429.434025894158,499.555508313633,373.157532775184,445.057866669988
"YER149C",67.313893689094,81.4656471731382,55.1971755648018,92.8377493326221,74.6315065550369,77.0966383207852
"YER150W",2914.48124081999,3408.18222427323,1053.16210977642,2247.99978741135,3075.82433757163,2463.58803361418
"YER151C",526.941574034939,553.236857668326,861.075938810908,499.555508313633,617.177402522552,669.338996330454
"YER152C",199.838121889498,279.658191788385,292.54503049345,219.568645246995,506.487977070138,311.890945934086
